"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"20.01.2017","6.136,69","6.054,82","6.155,08","6.054,82","","1,35%"
"19.01.2017","6.054,82","6.092,86","6.092,86","6.045,63","","-0,62%"
"18.01.2017","6.092,86","6.153,14","6.153,14","6.088,67","","-0,98%"
"17.01.2017","6.153,14","6.096,52","6.153,86","6.027,27","","0,93%"
"16.01.2017","6.096,52","6.257,28","6.257,28","5.939,35","","-2,57%"
"13.01.2017","6.257,28","6.348,76","6.354,53","6.226,25","","-1,44%"
"12.01.2017","6.348,76","6.383,70","6.403,86","6.332,18","","-0,55%"
"11.01.2017","6.383,70","6.445,08","6.459,09","6.383,70","","-0,95%"
"10.01.2017","6.445,08","6.464,54","6.476,93","6.432,46","","-0,30%"
"09.01.2017","6.464,54","6.423,19","6.464,54","6.380,40","","0,64%"
"06.01.2017","6.423,19","6.473,26","6.477,88","6.413,97","","-0,77%"
"05.01.2017","6.473,26","6.477,04","6.490,84","6.462,31","","-0,06%"
"04.01.2017","6.477,04","6.397,75","6.477,04","6.393,61","","1,24%"
"03.01.2017","6.397,75","6.350,49","6.404,88","6.350,49","","0,74%"
"30.12.2016","6.350,49","6.340,28","6.369,42","6.312,25","","0,16%"
"29.12.2016","6.340,28","6.338,39","6.391,44","6.334,38","","0,03%"
"28.12.2016","6.338,39","6.390,33","6.400,02","6.331,26","","-0,81%"
"27.12.2016","6.390,33","6.403,65","6.423,20","6.385,89","","-0,21%"
"26.12.2016","6.403,65","6.393,31","6.403,76","6.284,54","","0,16%"
"23.12.2016","6.393,31","6.476,75","6.498,36","6.388,98","","-1,29%"
"22.12.2016","6.476,75","6.485,75","6.493,63","6.451,18","","-0,14%"
"21.12.2016","6.485,75","6.442,87","6.499,15","6.442,87","","0,67%"
"20.12.2016","6.442,87","6.462,50","6.476,08","6.414,08","","-0,30%"
"19.12.2016","6.462,50","6.510,16","6.510,16","6.442,75","","-0,73%"
"16.12.2016","6.510,16","6.690,61","6.702,03","6.452,36","","-2,70%"
"15.12.2016","6.690,61","6.665,43","6.763,10","6.638,33","","0,38%"
"14.12.2016","6.665,43","6.750,27","6.750,27","6.653,65","","-1,26%"
"13.12.2016","6.750,27","6.724,65","6.764,54","6.634,54","","0,38%"
"12.12.2016","6.724,65","7.049,42","7.049,42","6.698,69","","-4,61%"
"09.12.2016","7.049,42","7.093,98","7.097,61","7.040,68","","-0,63%"
"08.12.2016","7.093,98","7.143,93","7.146,32","7.087,01","","-0,70%"
"07.12.2016","7.143,93","7.085,08","7.143,93","7.072,28","","0,83%"
"06.12.2016","7.085,08","7.087,85","7.132,00","7.080,14","","-0,04%"
"05.12.2016","7.087,85","7.179,38","7.179,38","7.076,62","","-1,27%"
"02.12.2016","7.179,38","7.321,81","7.321,81","7.179,38","","-1,95%"
"01.12.2016","7.321,81","7.298,51","7.335,58","7.295,89","","0,32%"
"30.11.2016","7.298,51","7.281,20","7.312,33","7.248,71","","0,24%"
"29.11.2016","7.281,20","7.320,74","7.348,71","7.276,41","","-0,54%"
"28.11.2016","7.320,74","7.312,20","7.345,71","7.304,72","","0,12%"
"25.11.2016","7.312,20","7.237,59","7.314,74","7.136,19","","1,03%"
"24.11.2016","7.237,59","7.274,96","7.288,43","7.219,71","","-0,51%"
"23.11.2016","7.274,96","7.274,80","7.321,75","7.264,60","","0,00%"
"22.11.2016","7.274,80","7.239,16","7.274,80","7.228,65","","0,49%"
"21.11.2016","7.239,16","7.238,19","7.259,95","7.222,42","","0,01%"
"18.11.2016","7.238,19","7.276,99","7.291,88","7.231,47","","-0,53%"
"17.11.2016","7.276,99","7.329,48","7.329,48","7.257,23","","-0,72%"
"16.11.2016","7.329,48","7.310,11","7.351,61","7.308,74","","0,26%"
"15.11.2016","7.310,11","7.277,73","7.310,11","7.253,42","","0,44%"
"14.11.2016","7.277,73","7.218,81","7.278,81","7.218,81","","0,82%"
"11.11.2016","7.218,81","7.232,95","7.244,64","7.193,40","","-0,20%"
"10.11.2016","7.232,95","7.157,63","7.237,60","7.157,63","","1,05%"
"09.11.2016","7.157,63","7.223,85","7.228,50","7.063,84","","-0,92%"
"08.11.2016","7.223,85","7.158,05","7.241,30","7.158,05","","0,92%"
"07.11.2016","7.158,05","7.162,21","7.170,68","7.128,57","","-0,06%"
"04.11.2016","7.162,21","7.208,03","7.239,44","7.155,83","","-0,64%"
"03.11.2016","7.208,03","7.174,57","7.254,55","7.156,07","","0,47%"
"02.11.2016","7.174,57","7.197,30","7.207,54","7.158,07","","-0,32%"
"01.11.2016","7.197,30","7.140,19","7.197,30","7.140,19","","0,80%"
"31.10.2016","7.140,19","7.177,08","7.177,08","7.094,68","","-0,51%"
"28.10.2016","7.177,08","7.208,34","7.252,73","7.173,86","","-0,43%"
"27.10.2016","7.208,34","7.227,43","7.239,93","7.189,14","","-0,26%"
"26.10.2016","7.227,43","7.287,69","7.287,69","7.218,84","","-0,83%"
"25.10.2016","7.287,69","7.254,37","7.312,33","7.254,37","","0,46%"
"24.10.2016","7.254,37","7.203,93","7.277,09","7.198,99","","0,70%"
"21.10.2016","7.203,93","7.240,83","7.240,83","7.156,72","","-0,51%"
"20.10.2016","7.240,83","7.199,59","7.251,75","7.196,61","","0,57%"
"19.10.2016","7.199,59","7.208,99","7.231,59","7.181,80","","-0,13%"
"18.10.2016","7.208,99","7.135,59","7.208,99","7.108,33","","1,03%"
"17.10.2016","7.135,59","7.216,80","7.254,14","7.126,85","","-1,13%"
"14.10.2016","7.216,80","7.231,98","7.231,98","7.173,92","","-0,21%"
"13.10.2016","7.231,98","7.225,58","7.254,19","7.212,67","","0,09%"
"12.10.2016","7.225,58","7.196,52","7.230,28","7.174,03","","0,40%"
"11.10.2016","7.196,52","7.188,85","7.206,70","7.168,48","","0,11%"
"10.10.2016","7.188,85","6.994,26","7.196,51","6.994,26","","2,78%"
"07.10.2016","6.994,26","6.994,26","6.994,26","6.994,26","","0,00%"
"03.10.2016","6.994,26","6.994,26","6.994,26","6.994,26","","0,00%"
"30.09.2016","6.994,26","6.965,25","7.008,43","6.963,39","","0,42%"
"29.09.2016","6.965,25","6.958,50","6.994,78","6.958,50","","0,10%"
"28.09.2016","6.958,50","6.995,63","6.995,63","6.952,03","","-0,53%"
"27.09.2016","6.995,63","6.915,58","6.995,63","6.892,81","","1,16%"
"26.09.2016","6.915,58","7.095,12","7.095,12","6.911,06","","-2,53%"
"23.09.2016","7.095,12","7.129,73","7.151,30","7.094,90","","-0,49%"
"22.09.2016","7.129,73","7.105,41","7.154,65","7.105,41","","0,34%"
"21.09.2016","7.105,41","7.091,94","7.129,36","7.087,19","","0,19%"
"20.09.2016","7.091,94","7.116,43","7.131,48","7.083,07","","-0,34%"
"19.09.2016","7.116,43","7.050,81","7.126,99","7.050,81","","0,93%"
"15.09.2016","7.050,81","7.050,81","7.050,81","7.050,81","","0,00%"
"14.09.2016","7.050,81","7.060,91","7.108,93","7.016,61","","-0,14%"
"13.09.2016","7.060,91","7.011,90","7.075,61","7.011,58","","0,70%"
"12.09.2016","7.011,90","7.238,42","7.238,42","7.006,36","","-3,13%"
"09.09.2016","7.238,42","7.320,37","7.329,94","7.238,42","","-1,12%"
"08.09.2016","7.320,37","7.306,36","7.332,08","7.282,00","","0,19%"
"07.09.2016","7.306,36","7.331,96","7.354,74","7.293,56","","-0,35%"
"06.09.2016","7.331,96","7.200,50","7.331,96","7.130,87","","1,83%"
"05.09.2016","7.200,50","7.204,56","7.256,26","7.184,33","","-0,06%"
"02.09.2016","7.204,56","7.251,19","7.266,51","7.164,79","","-0,64%"
"01.09.2016","7.251,19","7.270,18","7.309,65","7.251,19","","-0,26%"
"31.08.2016","7.270,18","7.267,24","7.279,27","7.222,12","","0,04%"
"30.08.2016","7.267,24","7.292,91","7.313,12","7.256,59","","-0,35%"
"29.08.2016","7.292,91","7.261,22","7.309,95","7.251,58","","0,44%"
"26.08.2016","7.261,22","7.224,95","7.326,73","7.224,95","","0,50%"
"25.08.2016","7.224,95","7.303,76","7.303,76","7.157,01","","-1,08%"
"24.08.2016","7.303,76","7.277,29","7.344,62","7.273,74","","0,36%"
"23.08.2016","7.277,29","7.301,95","7.311,48","7.220,32","","-0,34%"
"22.08.2016","7.301,95","7.372,98","7.416,43","7.301,78","","-0,96%"
"19.08.2016","7.372,98","7.353,90","7.408,85","7.323,14","","0,26%"
"18.08.2016","7.353,90","7.370,49","7.402,25","7.333,07","","-0,23%"
"17.08.2016","7.370,49","7.317,77","7.391,75","7.302,88","","0,72%"
"16.08.2016","7.317,77","7.310,90","7.346,29","7.308,91","","0,09%"
"15.08.2016","7.310,90","7.084,63","7.324,79","7.068,34","","3,19%"
"12.08.2016","7.084,63","7.026,83","7.084,68","6.988,60","","0,82%"
"11.08.2016","7.026,83","7.135,23","7.146,00","7.026,83","","-1,52%"
"10.08.2016","7.135,23","7.166,56","7.188,84","7.135,23","","-0,44%"
"09.08.2016","7.166,56","7.094,32","7.166,56","7.069,76","","1,02%"
"08.08.2016","7.094,32","7.003,85","7.094,32","6.951,62","","1,29%"
"05.08.2016","7.003,85","7.029,69","7.076,42","7.003,85","","-0,37%"
"04.08.2016","7.029,69","6.934,55","7.039,98","6.916,92","","1,37%"
"03.08.2016","6.934,55","6.919,10","6.941,12","6.877,43","","0,22%"
"02.08.2016","6.919,10","6.842,85","6.919,10","6.837,49","","1,11%"
"01.08.2016","6.842,85","6.998,33","6.998,33","6.781,94","","-2,22%"
"29.07.2016","6.998,33","7.067,77","7.089,13","6.976,66","","-0,98%"
"28.07.2016","7.067,77","7.196,61","7.210,08","6.995,34","","-1,79%"
"27.07.2016","7.196,61","7.471,90","7.493,34","7.085,11","","-3,68%"
"26.07.2016","7.471,90","7.426,53","7.471,90","7.413,84","","0,61%"
"25.07.2016","7.426,53","7.394,12","7.445,50","7.390,00","","0,44%"
"22.07.2016","7.394,12","7.377,43","7.419,57","7.350,17","","0,23%"
"21.07.2016","7.377,43","7.283,95","7.425,37","7.283,95","","1,28%"
"20.07.2016","7.283,95","7.293,72","7.325,13","7.251,53","","-0,13%"
"19.07.2016","7.293,72","7.236,84","7.293,72","7.200,79","","0,79%"
"18.07.2016","7.236,84","7.256,22","7.283,06","7.207,52","","-0,27%"
"15.07.2016","7.256,22","7.281,07","7.283,42","7.213,84","","-0,34%"
"14.07.2016","7.281,07","7.233,54","7.281,07","7.188,95","","0,66%"
"13.07.2016","7.233,54","7.181,10","7.273,98","7.165,25","","0,73%"
"12.07.2016","7.181,10","7.075,94","7.181,10","7.010,39","","1,49%"
"11.07.2016","7.075,94","7.084,59","7.168,58","7.070,99","","-0,12%"
"08.07.2016","7.084,59","7.071,44","7.138,80","7.050,73","","0,19%"
"07.07.2016","7.071,44","7.135,91","7.135,91","6.995,57","","-0,90%"
"06.07.2016","7.135,91","7.108,74","7.137,66","7.071,28","","0,38%"
"05.07.2016","7.108,74","7.123,61","7.141,31","7.073,63","","-0,21%"
"04.07.2016","7.123,61","7.010,04","7.143,07","6.948,85","","1,62%"
"01.07.2016","7.010,04","7.053,47","7.095,15","6.996,85","","-0,62%"
"30.06.2016","7.053,47","7.034,30","7.075,20","7.012,80","","0,27%"
"29.06.2016","7.034,30","7.059,52","7.113,51","7.013,65","","-0,36%"
"28.06.2016","7.059,52","6.984,36","7.071,72","6.951,24","","1,08%"
"27.06.2016","6.984,36","6.762,67","6.984,36","6.749,00","","3,28%"
"24.06.2016","6.762,67","6.871,43","6.912,38","6.586,71","","-1,58%"
"23.06.2016","6.871,43","6.847,63","6.906,15","6.792,75","","0,35%"
"22.06.2016","6.847,63","6.713,60","6.847,63","6.682,03","","2,00%"
"21.06.2016","6.713,60","6.782,57","6.884,18","6.679,31","","-1,02%"
"20.06.2016","6.782,57","6.783,71","6.800,56","6.699,29","","-0,02%"
"17.06.2016","6.783,71","6.960,91","7.085,33","6.783,71","","-2,55%"
"16.06.2016","6.960,91","7.010,52","7.019,64","6.938,32","","-0,71%"
"15.06.2016","7.010,52","6.806,35","7.067,14","6.719,74","","3,00%"
"14.06.2016","6.806,35","6.827,30","6.853,12","6.724,91","","-0,31%"
"13.06.2016","6.827,30","7.226,22","7.226,22","6.825,57","","-5,52%"
"08.06.2016","7.226,22","7.184,17","7.281,22","7.138,89","","0,59%"
"07.06.2016","7.184,17","7.203,68","7.208,98","7.138,22","","-0,27%"
"06.06.2016","7.203,68","7.170,98","7.269,98","7.166,17","","0,46%"
"03.06.2016","7.170,98","7.057,43","7.236,59","7.057,43","","1,61%"
"02.06.2016","7.057,43","7.003,35","7.057,43","6.984,26","","0,77%"
"01.06.2016","7.003,35","6.982,69","7.063,75","6.980,11","","0,30%"
"31.05.2016","6.982,69","6.665,45","6.988,12","6.665,45","","4,76%"
"30.05.2016","6.665,45","6.649,21","6.711,91","6.572,15","","0,24%"
"27.05.2016","6.649,21","6.645,10","6.692,75","6.622,23","","0,06%"
"26.05.2016","6.645,10","6.624,92","6.645,16","6.470,52","","0,30%"
"25.05.2016","6.624,92","6.653,04","6.756,05","6.614,22","","-0,42%"
"24.05.2016","6.653,04","6.722,68","6.722,68","6.617,93","","-1,04%"
"23.05.2016","6.722,68","6.624,50","6.730,53","6.624,50","","1,48%"
"20.05.2016","6.624,50","6.560,35","6.624,50","6.468,26","","0,98%"
"19.05.2016","6.560,35","6.533,12","6.679,60","6.532,62","","0,42%"
"18.05.2016","6.533,12","6.691,43","6.691,43","6.469,42","","-2,37%"
"17.05.2016","6.691,43","6.648,84","6.756,01","6.601,33","","0,64%"
"16.05.2016","6.648,84","6.578,86","6.648,84","6.534,02","","1,06%"
"13.05.2016","6.578,86","6.620,47","6.667,35","6.554,16","","-0,63%"
"12.05.2016","6.620,47","6.608,76","6.633,46","6.461,63","","0,18%"
"11.05.2016","6.608,76","6.656,31","6.685,71","6.576,44","","-0,71%"
"10.05.2016","6.656,31","6.681,82","6.690,88","6.623,40","","-0,38%"
"09.05.2016","6.681,82","6.865,28","6.865,28","6.649,42","","-2,67%"
"06.05.2016","6.865,28","7.096,70","7.128,12","6.865,28","","-3,26%"
"05.05.2016","7.096,70","7.060,66","7.101,60","7.041,73","","0,51%"
"04.05.2016","7.060,66","7.051,65","7.102,41","7.027,35","","0,13%"
"03.05.2016","7.051,65","6.865,59","7.051,65","6.858,33","","2,71%"
"29.04.2016","6.865,59","6.885,91","6.899,83","6.840,39","","-0,30%"
"28.04.2016","6.885,91","6.869,06","6.894,66","6.787,74","","0,25%"
"27.04.2016","6.869,06","6.907,95","6.933,25","6.860,61","","-0,56%"
"26.04.2016","6.907,95","6.797,98","6.907,95","6.791,30","","1,62%"
"25.04.2016","6.797,98","6.836,33","6.836,33","6.747,21","","-0,56%"
"22.04.2016","6.836,33","6.739,24","6.836,33","6.705,58","","1,44%"
"21.04.2016","6.739,24","6.862,65","6.870,65","6.732,71","","-1,80%"
"20.04.2016","6.862,65","7.150,52","7.185,84","6.772,29","","-4,03%"
"19.04.2016","7.150,52","7.153,81","7.206,34","7.114,45","","-0,05%"
"18.04.2016","7.153,81","7.283,97","7.283,97","7.124,75","","-1,79%"
"15.04.2016","7.283,97","7.285,59","7.310,44","7.251,33","","-0,02%"
"14.04.2016","7.285,59","7.231,09","7.288,08","7.211,41","","0,75%"
"13.04.2016","7.231,09","7.165,18","7.327,36","7.165,18","","0,92%"
"12.04.2016","7.165,18","7.188,60","7.204,60","7.079,95","","-0,33%"
"11.04.2016","7.188,60","7.113,57","7.241,43","7.113,57","","1,05%"
"08.04.2016","7.113,57","7.168,37","7.168,37","7.036,50","","-0,76%"
"07.04.2016","7.168,37","7.286,91","7.329,33","7.166,79","","-1,63%"
"06.04.2016","7.286,91","7.273,17","7.293,57","7.218,50","","0,19%"
"05.04.2016","7.273,17","7.071,55","7.281,60","7.060,21","","2,85%"
"01.04.2016","7.071,55","7.121,42","7.121,42","6.983,77","","-0,70%"
"31.03.2016","7.121,42","7.110,57","7.201,29","7.104,86","","0,15%"
"30.03.2016","7.110,57","6.897,71","7.110,57","6.897,71","","3,09%"
"29.03.2016","6.897,71","6.987,02","6.987,02","6.830,14","","-1,28%"
"28.03.2016","6.987,02","7.012,59","7.127,03","6.961,90","","-0,36%"
"25.03.2016","7.012,59","7.058,80","7.075,28","6.941,24","","-0,65%"
"24.03.2016","7.058,80","7.143,93","7.190,80","7.029,27","","-1,19%"
"23.03.2016","7.143,93","7.069,52","7.143,93","7.019,67","","1,05%"
"22.03.2016","7.069,52","7.056,39","7.137,02","6.979,74","","0,19%"
"21.03.2016","7.056,39","6.853,45","7.056,39","6.853,45","","2,96%"
"18.03.2016","6.853,45","6.629,57","6.899,38","6.629,57","","2,29%"
"17.03.2016","6.700,30","6.459,67","6.724,78","6.459,67","","3,73%"
"16.03.2016","6.459,67","6.500,12","6.556,17","6.420,67","","-0,62%"
"15.03.2016","6.500,12","6.570,13","6.595,42","6.478,21","","-1,07%"
"14.03.2016","6.570,13","6.335,35","6.625,47","6.335,35","","3,71%"
"11.03.2016","6.335,35","6.390,69","6.390,69","6.267,44","","-0,87%"
"10.03.2016","6.390,69","6.505,90","6.567,01","6.386,79","","-1,77%"
"09.03.2016","6.505,90","6.624,14","6.624,14","6.451,77","","-1,78%"
"08.03.2016","6.624,14","6.578,23","6.624,14","6.335,25","","0,70%"
"07.03.2016","6.578,23","6.437,17","6.648,63","6.437,17","","2,19%"
"04.03.2016","6.437,17","6.659,74","6.659,74","6.356,89","","-3,34%"
"03.03.2016","6.659,74","6.634,44","6.789,43","6.611,85","","0,38%"
"02.03.2016","6.634,44","6.351,39","6.638,79","6.333,36","","4,46%"
"01.03.2016","6.351,39","6.234,79","6.403,02","6.095,25","","1,87%"
"29.02.2016","6.234,79","6.630,24","6.630,24","6.178,91","","-5,96%"
"26.02.2016","6.630,24","6.685,06","6.760,55","6.516,11","","-0,82%"
"25.02.2016","6.685,06","7.249,33","7.249,33","6.667,89","","-7,78%"
"24.02.2016","7.249,33","7.301,01","7.330,37","7.100,56","","-0,71%"
"23.02.2016","7.301,01","7.368,65","7.398,14","7.218,30","","-0,92%"
"22.02.2016","7.368,65","7.272,11","7.376,94","7.272,11","","1,33%"
"19.02.2016","7.272,11","7.212,88","7.330,12","7.185,61","","0,82%"
"18.02.2016","7.212,88","7.255,79","7.336,83","7.196,13","","-0,59%"
"17.02.2016","7.255,79","7.157,18","7.269,37","7.115,66","","1,38%"
"16.02.2016","7.157,18","6.878,26","7.180,60","6.878,26","","4,06%"
"15.02.2016","6.878,26","6.867,36","6.907,80","6.657,37","","0,16%"
"05.02.2016","6.867,36","6.949,36","6.966,70","6.864,74","","-1,18%"
"04.02.2016","6.949,36","6.867,13","7.019,68","6.867,13","","1,20%"
"03.02.2016","6.867,13","6.865,80","6.894,99","6.740,62","","0,02%"
"02.02.2016","6.865,80","6.627,59","6.905,13","6.627,59","","3,59%"
"01.02.2016","6.627,59","6.696,51","6.723,98","6.540,83","","-1,03%"
"29.01.2016","6.696,51","6.451,77","6.754,80","6.418,71","","3,79%"
"28.01.2016","6.451,77","6.750,07","6.750,07","6.420,79","","-4,42%"
"27.01.2016","6.750,07","6.837,01","6.871,41","6.475,18","","-1,27%"
"26.01.2016","6.837,01","7.352,13","7.352,13","6.804,49","","-7,01%"
"25.01.2016","7.352,13","7.308,32","7.435,22","7.284,33","","0,60%"
"22.01.2016","7.308,32","7.208,58","7.347,09","7.098,40","","1,38%"
"21.01.2016","7.208,58","7.489,58","7.585,61","7.208,58","","-3,75%"
"20.01.2016","7.489,58","7.595,94","7.649,66","7.446,14","","-1,40%"
"19.01.2016","7.595,94","7.360,40","7.616,38","7.318,75","","3,20%"
"18.01.2016","7.360,40","7.188,64","7.447,07","7.102,57","","2,39%"
"15.01.2016","7.188,64","7.436,07","7.452,52","7.144,21","","-3,33%"
"14.01.2016","7.436,07","7.146,63","7.447,26","6.924,88","","4,05%"
"13.01.2016","7.146,63","7.416,01","7.508,57","7.146,63","","-3,63%"
"12.01.2016","7.416,01","7.421,58","7.520,82","7.253,42","","-0,08%"
"11.01.2016","7.421,58","7.939,36","7.939,36","7.421,58","","-6,52%"
"08.01.2016","7.939,36","7.915,68","8.122,64","7.582,02","","0,30%"
"07.01.2016","7.915,68","8.591,15","8.591,15","7.908,09","","-7,86%"
"06.01.2016","8.591,15","8.445,64","8.603,82","8.378,18","","1,72%"
"05.01.2016","8.445,64","8.567,09","8.605,05","8.141,70","","-1,42%"
"04.01.2016","8.567,09","9.272,69","9.306,05","8.567,09","","-7,61%"
"31.12.2015","9.272,69","9.517,38","9.526,67","9.268,24","","-2,57%"
"30.12.2015","9.517,38","9.329,13","9.526,16","9.329,13","","2,02%"
"29.12.2015","9.329,13","9.254,23","9.329,13","9.168,37","","0,81%"
"28.12.2015","9.254,23","9.393,32","9.555,27","9.254,23","","-1,48%"
"25.12.2015","9.393,32","9.363,24","9.432,04","9.340,25","","0,32%"
"24.12.2015","9.363,24","9.360,69","9.388,23","9.237,48","","0,03%"
"23.12.2015","9.360,69","9.539,46","9.539,46","9.346,09","","-1,87%"
"22.12.2015","9.539,46","9.438,35","9.539,46","9.393,58","","1,07%"
"21.12.2015","9.438,35","9.378,44","9.463,36","9.342,97","","0,64%"
"18.12.2015","9.378,44","9.472,66","9.491,68","9.343,28","","-0,99%"
"17.12.2015","9.472,66","9.283,80","9.472,66","9.283,80","","2,03%"
"16.12.2015","9.283,80","9.304,21","9.363,25","9.265,86","","-0,22%"
"15.12.2015","9.304,21","9.117,62","9.343,18","9.117,62","","2,05%"
"14.12.2015","9.117,62","8.973,64","9.117,62","8.874,01","","1,60%"
"11.12.2015","8.973,64","8.987,94","9.057,82","8.943,83","","-0,16%"
"10.12.2015","8.987,94","8.897,19","9.066,52","8.897,19","","1,02%"
"09.12.2015","8.897,19","8.914,50","8.980,48","8.840,40","","-0,19%"
"08.12.2015","8.914,50","9.110,25","9.110,25","8.883,11","","-2,15%"
"07.12.2015","9.110,25","9.032,86","9.155,97","8.968,76","","0,86%"
"04.12.2015","9.032,86","9.173,71","9.183,82","8.980,15","","-1,54%"
"03.12.2015","9.173,71","8.928,97","9.173,71","8.928,97","","2,74%"
"02.12.2015","8.928,97","8.986,80","8.999,37","8.657,28","","-0,64%"
"01.12.2015","8.986,80","9.047,36","9.082,49","8.885,03","","-0,67%"
"30.11.2015","9.047,36","9.061,77","9.159,79","8.596,40","","-0,16%"
"27.11.2015","9.061,77","9.693,88","9.693,88","8.988,40","","-6,52%"
"26.11.2015","9.693,88","9.877,28","9.931,20","9.674,67","","-1,86%"
"25.11.2015","9.877,28","9.654,00","9.901,45","9.647,78","","2,31%"
"24.11.2015","9.654,00","9.529,41","9.654,00","9.395,97","","1,31%"
"23.11.2015","9.529,41","9.700,47","9.724,73","9.489,24","","-1,76%"
"20.11.2015","9.700,47","9.570,59","9.752,56","9.534,07","","1,36%"
"19.11.2015","9.570,59","9.216,99","9.570,59","9.216,99","","3,84%"
"18.11.2015","9.216,99","9.394,15","9.480,94","9.181,61","","-1,89%"
"17.11.2015","9.394,15","9.568,47","9.720,20","9.370,73","","-1,82%"
"16.11.2015","9.568,47","9.343,07","9.568,47","9.170,99","","2,41%"
"13.11.2015","9.343,07","9.559,44","9.559,44","9.225,94","","-2,26%"
"12.11.2015","9.559,44","9.669,30","9.717,58","9.432,62","","-1,14%"
"11.11.2015","9.669,30","9.496,00","9.674,41","9.463,32","","1,82%"
"10.11.2015","9.496,00","9.532,59","9.667,38","9.419,17","","-0,38%"
"09.11.2015","9.532,59","9.335,08","9.585,93","9.175,95","","2,12%"
"06.11.2015","9.335,08","8.969,13","9.352,52","8.969,13","","4,08%"
"05.11.2015","8.969,13","8.978,94","9.109,28","8.860,44","","-0,11%"
"04.11.2015","8.978,94","8.452,47","8.978,94","8.452,47","","6,23%"
"03.11.2015","8.452,47","8.491,80","8.616,73","8.377,37","","-0,46%"
"02.11.2015","8.491,80","8.749,26","8.846,33","8.465,44","","-2,94%"
"30.10.2015","8.749,26","8.678,93","8.887,93","8.516,72","","0,81%"
"29.10.2015","8.678,93","8.619,83","8.811,76","8.527,67","","0,69%"
"28.10.2015","8.619,83","8.872,29","8.939,69","8.588,70","","-2,85%"
"27.10.2015","8.872,29","8.728,47","8.925,10","8.368,71","","1,65%"
"26.10.2015","8.728,47","8.580,72","8.821,73","8.499,18","","1,72%"
"23.10.2015","8.580,72","8.413,97","8.620,90","8.398,63","","1,98%"
"22.10.2015","8.413,97","8.116,50","8.445,17","8.096,20","","3,67%"
"21.10.2015","8.116,50","8.695,55","8.731,06","8.088,05","","-6,66%"
"20.10.2015","8.695,55","8.353,41","8.728,01","8.353,41","","4,10%"
"19.10.2015","8.353,41","8.447,98","8.504,53","8.246,61","","-1,12%"
"16.10.2015","8.447,98","8.334,88","8.447,98","8.257,35","","1,36%"
"15.10.2015","8.334,88","8.018,10","8.342,18","7.989,51","","3,95%"
"14.10.2015","8.018,10","8.122,99","8.156,95","7.971,34","","-1,29%"
"13.10.2015","8.122,99","7.953,44","8.144,14","7.916,10","","2,13%"
"12.10.2015","7.953,44","7.630,98","8.087,62","7.630,98","","4,23%"
"09.10.2015","7.630,98","7.485,57","7.678,42","7.474,45","","1,94%"
"08.10.2015","7.485,57","7.110,07","7.531,43","7.110,07","","5,28%"
"30.09.2015","7.110,07","7.061,90","7.174,40","7.021,04","","0,68%"
"29.09.2015","7.061,90","7.250,69","7.250,69","6.998,46","","-2,60%"
"28.09.2015","7.250,69","7.031,87","7.259,33","6.927,96","","3,11%"
"25.09.2015","7.031,87","7.404,60","7.404,60","6.986,81","","-5,03%"
"24.09.2015","7.404,60","7.312,56","7.462,53","7.310,11","","1,26%"
"23.09.2015","7.312,56","7.366,16","7.429,58","7.209,23","","-0,73%"
"22.09.2015","7.366,16","7.324,17","7.476,70","7.244,14","","0,57%"
"21.09.2015","7.324,17","6.968,49","7.324,17","6.857,53","","5,10%"
"18.09.2015","6.968,49","6.834,59","7.017,40","6.794,88","","1,96%"
"17.09.2015","6.834,59","6.867,48","7.193,23","6.834,59","","-0,48%"
"16.09.2015","6.867,48","6.361,21","6.882,91","6.361,21","","7,96%"
"15.09.2015","6.361,21","6.812,34","6.812,34","6.349,13","","-6,62%"
"14.09.2015","6.812,34","7.398,74","7.466,07","6.785,36","","-7,93%"
"11.09.2015","7.398,74","7.259,28","7.488,24","7.259,28","","1,92%"
"10.09.2015","7.259,28","7.459,03","7.459,03","7.246,46","","-2,68%"
"09.09.2015","7.459,03","7.159,96","7.524,29","7.159,96","","4,18%"
"08.09.2015","7.159,96","6.840,59","7.174,73","6.655,43","","4,67%"
"07.09.2015","6.840,59","6.794,16","7.155,63","6.784,26","","0,68%"
"02.09.2015","6.794,16","6.965,60","7.120,91","6.564,97","","-2,46%"
"01.09.2015","6.965,60","7.409,18","7.409,18","6.864,31","","-5,99%"
"31.08.2015","7.409,18","7.688,96","7.688,96","7.308,10","","-3,64%"
"28.08.2015","7.688,96","7.176,01","7.688,96","7.176,01","","7,15%"
"27.08.2015","7.176,01","6.972,71","7.242,14","6.655,24","","2,92%"
"26.08.2015","6.972,71","7.455,02","7.630,39","6.949,54","","-6,47%"
"25.08.2015","7.455,02","8.124,40","8.124,40","7.449,45","","-8,24%"
"24.08.2015","8.124,40","8.869,39","8.869,39","8.119,30","","-8,40%"
"21.08.2015","8.869,39","9.463,03","9.463,03","8.836,63","","-6,27%"
"20.08.2015","9.463,03","9.653,24","9.911,07","9.461,30","","-1,97%"
"19.08.2015","9.653,24","9.393,84","9.717,61","8.816,35","","2,76%"
"18.08.2015","9.393,84","10.243,68","10.295,57","9.369,88","","-8,30%"
"17.08.2015","10.243,68","10.194,48","10.252,60","10.015,01","","0,48%"
